https://law.justia.com/codes/colorado/2016/title-24/administration/article-1/	Article 1 - Administrative Organization Act of 1968
https://law.justia.com/codes/colorado/2016/title-24/administration/article-1.5/	Article 1.5 - State Administrative Organization Board
https://law.justia.com/codes/colorado/2016/title-24/administration/article-1.7/	Article 1.7 - Restructuring the Health and Human Services Delivery System
https://law.justia.com/codes/colorado/2016/title-24/administration/article-1.9/	Article 1.9 - Collaborative Management of Multi-Agency Services Provided to Children and Families
https://law.justia.com/codes/colorado/2016/title-24/administration/article-2/	Article 2 - Organization of Administrative Departments
https://law.justia.com/codes/colorado/2016/title-24/administration/article-3/	Article 3 - Agencies as Parties in Actions
https://law.justia.com/codes/colorado/2016/title-24/administration/article-3.5/	Article 3.5 - Meetings of Boards and Commissions
https://law.justia.com/codes/colorado/2016/title-24/administration/article-3.7/	Article 3.7 - Statutory Requirements for Creation of Boards and Commissions
https://law.justia.com/codes/colorado/2016/title-24/administration/article-4/	Article 4 - Rule-Making and Licensing Procedures by State Agencies
https://law.justia.com/codes/colorado/2016/title-24/administration/article-4.1/	Article 4.1 - Crime Victim Compensation and Victim and Witness Rights
https://law.justia.com/codes/colorado/2016/title-24/administration/article-4.2/	Article 4.2 - Assistance to Victims of and Witnesses to Crimes and Aid to Law Enforcement Act
https://law.justia.com/codes/colorado/2016/title-24/administration/article-5/	Article 5 - Public Employment - Eligibility
https://law.justia.com/codes/colorado/2016/title-24/administration/article-6/	Article 6 - Colorado Sunshine Law
https://law.justia.com/codes/colorado/2016/title-24/administration/article-7/	Article 7 - State Security Officers
https://law.justia.com/codes/colorado/2016/title-24/administration/article-7.5/	Article 7.5 - Colorado Higher Education Police Officers
https://law.justia.com/codes/colorado/2016/title-24/administration/article-8/	Article 8 - Governor-Elect - Transition to New Administration
https://law.justia.com/codes/colorado/2016/title-24/administration/article-9/	Article 9 - Compensation of State Officers
https://law.justia.com/codes/colorado/2016/title-24/administration/article-9.5/	Article 9.5 - Recall of State Officers
https://law.justia.com/codes/colorado/2016/title-24/administration/article-10/	Article 10 - Governmental Immunity
https://law.justia.com/codes/colorado/2016/title-24/administration/article-11/	Article 11 - Holidays
https://law.justia.com/codes/colorado/2016/title-24/administration/article-12/	Article 12 - Oaths and Affirmations
https://law.justia.com/codes/colorado/2016/title-24/administration/article-13/	Article 13 - Official Bonds
https://law.justia.com/codes/colorado/2016/title-24/administration/article-14/	Article 14 - Liability - State and County Employees
https://law.justia.com/codes/colorado/2016/title-24/administration/article-15/	Article 15 - Seals
https://law.justia.com/codes/colorado/2016/title-24/administration/article-15.5/	Article 15.5 - Flag of the United States
https://law.justia.com/codes/colorado/2016/title-24/administration/article-16/	Article 16 - Public Works Fiscal Responsibility Accounting Act of 1981
https://law.justia.com/codes/colorado/2016/title-24/administration/article-17/	Article 17 - State Department Financial Responsibility and Accountability
https://law.justia.com/codes/colorado/2016/title-24/administration/article-18/	Article 18 - Standards of Conduct
https://law.justia.com/codes/colorado/2016/title-24/administration/article-18.5/	Article 18.5 - Independent Ethics Commission
https://law.justia.com/codes/colorado/2016/title-24/administration/article-19/	Article 19 - Payment of Postemployment Compensation to Government-Supported Employees
https://law.justia.com/codes/colorado/2016/title-24/administration/article-19.5/	Article 19.5 - Alternative Forms of Payment to the State
https://law.justia.com/codes/colorado/2016/title-24/administration/article-19.7/	Article 19.7 - Recovery of Federal Reimbursement for Costs Associated With Illegal Immigration
https://law.justia.com/codes/colorado/2016/title-24/administration/article-19.8/	Article 19.8 - Directive to the Attorney General to Demand Federal Enforcement of Existing Federal Immigration Laws
https://law.justia.com/codes/colorado/2016/title-24/administration/article-19.9/	Article 19.9 - Restrictions on Travel-Related Expenditures by Public Entities
