https://law.justia.com/codes/texas/2025/government-code/title-1/	Title 1 - General Provisions
https://law.justia.com/codes/texas/2025/government-code/title-2/	Title 2 - Judicial Branch
https://law.justia.com/codes/texas/2025/government-code/title-3/	Title 3 - Legislative Branch
https://law.justia.com/codes/texas/2025/government-code/title-4/	Title 4 - Executive Branch
https://law.justia.com/codes/texas/2025/government-code/title-5/	Title 5 - Open Government; Ethics
https://law.justia.com/codes/texas/2025/government-code/title-6/	Title 6 - Public Officers and Employees
https://law.justia.com/codes/texas/2025/government-code/title-7/	Title 7 - Intergovernmental Relations
https://law.justia.com/codes/texas/2025/government-code/title-8/	Title 8 - Public Retirement Systems
https://law.justia.com/codes/texas/2025/government-code/title-9/	Title 9 - Public Securities
https://law.justia.com/codes/texas/2025/government-code/title-10/	Title 10 - General Government
https://law.justia.com/codes/texas/2025/government-code/title-11/	Title 11 - State Symbols and Honors; Preservation
https://law.justia.com/codes/texas/2025/government-code/title-12/	Title 12 - Securities Act
